Id,Expected,Rooms,SqrMeters,Floor,Location,Description
2915,302424,1,31.21,2,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
2916,339000,2,43,1,Poznań Centrum ul. Dominikańska / Szewska Okolice,BEZPIECZNA TRANSAKCJA TYLKO Z LICENCJONOWANYM POŚREDNIKIEM !!! Polecam komfortowy i nowoczesny lokal w samym Centrum doskonała lokalizacja: 3 min do Centrum od Starego Rynku. Pełna infrastruktura sąsiedztwo wielu firm kancelarii prawnych czy...
2917,229000,2,64.5,1,Poznań Wilda Rynek Wildecki,::DODATKOWE INFORMACJE | Rodzaj budynku: kamienica | Piętro: wysoki parter Opłaty w czynszu: zaliczka na fundusz remontowy Wywóz śmieci administracja | Opłaty wg liczników: prąd gaz woda | Rodzaj mieszkania: jednopoziomowe | Piwnica: TAK...
2918,325000,3,89,1,Poznań Wilda ul. Chwiałkowskiego,Okazja!!!Stylowe mieszkanie o powierzchni 89m kw. w eleganckiej kamienicy. Lokal składa się z 3 pokoi: salonu o powierzchni 28m kw. pokoju z balkonem 24m kw. sypialni 12m kw. wyposażonej kuchni 14m kw. i łazienki. Ogrzewanie gazowe zadbana...
2919,210000,3,47.1,6,Poznań Dębiec,BEZ POSREDNIKOW Na sprzedaż mieszkanie na Debcu 48 m2: 3 niezależne pokoje jasna kuchnia z kuchenką gazową przestronny korytarz z szafą. Parkiety debowe. Łazienka i kuchnia wymaga remontu. Duzy balkon typu loggia. wymiary pomieszczen: Pokoje...
2920,248000,1,38,4,Poznań Centrum Wilda ul. Dolna Wilda,Polecamy na sprzedaż mieszkanie w Centrum Poznania na Dolnej Wildzie które składa się z salonu z aneksem kuchennym oraz małej sypialni oddzielonej ścianą od salonu. Ponadto posiada dużą łazienkę miejsce garażowe w hali oraz piwnicę. Mieszkanie...
2921,342891,2,54.74,7,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
2922,290000,3,65,4,Poznań Poznań-Grunwald ul. Pogorzelska,Mieszkanie na os Kopernika tzw IV jednostka- budynek z końca lat 90-tych- plomba z CEGŁY !!! Budynek dodtkowo dobudowany wstawiony pomiędzy 2 starsze bloki z płyty Wokół niska zabudowa sporo zieleni pełna infrastruktura miejska. Przestronne...
2923,160000,1,28.9,1,Poznań Grunwald ul. Łukaszewicza,Atrakcyjne mieszkanie w atrakcyjnej cenie po remoncie. Pełna własność kw-wspólnoya mieszkaniowa opłaty 190zł. Jasna samodzielna kuchnia-płytki pokój 18m-panele wc i łazienka-płytki nowa instalacja wodna[poziomy] nowa instalacja...
2924,160000,1,27,5,Poznań Stare Miasto,Przedmiotem sprzedaży jest spółdzielcze własnościowe prawo do lokalu mieszkalnego. Mieszkanie położone jest w dzielnicy Stare Miasto na Os. Kosmonautów. Mieszkanie położone jest na V piętrze w XIII kondygnacyjnym budynku z windą. Powierzchnia...
2925,230000,2,47.9,3,Poznań Wilda Dębiec ul. Łozowa,Na sprzedaż mieszkanie 2 pokoje 48 m2 III piętro – Dębiec. Mieszkanie składa się z 2 oddzielnych pokoi ( 23 9 m2) oddzielnej kuchni z oknem (8 m2) Łazienki z WC ( 3 m2) i korytarza. Lokal jest odświeżony wymienione są wszystkie okna oraz drzwi...
2926,289000,3,53,1,Poznań Rataje Malta Stare Żegrze Chartowo ul. Jagiellońskie,Zapraszamy do zapoznania się z ofertą mieszkania 3- pokojowego o powierzchni 53 50 m2 na os. Jagiellońskim- Rataje na wysokim parterze w NISKIM BLOKU. Mieszkanie z pełnym wyposażeniem ( zabudowa kuchenna ze sprzętem AGD wyposażona łazienka z...
2927,257108,1,32.3,2,Poznań Stare Miasto ul. Dominikańska,Zapraszamy do zapoznania się z nową inwestycją firmy Jakś-Bud! Dominikańska 9 oferuje 52 luksusowe apartamenty o powierzchni od 31 m2 do ponad 200 m2. W cenie już od 7.960 zł./m2 brutto. Ulica Dominikańska znajduje się w samym sercu Poznania i...
2928,540000,2,56,1,Poznań Centrum ul. Kazimierza Wielkiego,Serdecznie zapraszam do zapoznania się bardzo ciekawą ofertą sprzedaży mieszkania położonego przy ulicy Kazimierza Wielkiego w budynku Ronson wraz z miejscem grazażowym.. Mieszkanie ma powierzchnie 56 m2 i obejmuję bardzo duży jeden pokój z...
2929,324668,3,54.8,2,Poznań Jeżyce ul. Polna 28,Nieruchomości Mieszkania Nieruchomości Mieszkania
2930,210000,2,38,5,Poznań Poznań-Grunwald ul. Grunwaldzka,Serdecznie polecam mieszkanie na sprzedaż w cichej spokojnej i malowniczej okolicy. Mieszkanie znajduje się na piątym piętrze w dziesięciopiętrowym bloku z 1971 roku. W skład mieszkania wchodzą dwa niezależne pokoje łazienka kuchnia bez okna....
2931,303779,3,50.92,2,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
2932,249785,1,37.06,2,Poznań Stare Miasto Stare Miasto,| MIESZKANIA Z RYNKU PIERWOTNEGO . KUPUJĄCY NIE PŁACI WYNAGRODZENIA POŚREDNIKA! Polecam do sprzedaży mieszkanie położone w ścisłym centrum Poznania. IDEALNE NA INWESTYCJĘ! Kawalerka z możliwością przedzielenia i wyodrębnienia...
2933,206000,2,35.3,3,Poznań Grunwald Łazarz ul. Kanałowa,Atrakcyjne mieszkanie w zrewitalizowanej kamienicy ul. Kolejowa Łazarz Główne atuty nieruchomości: • doskonała komunikacja z centrum • bez wykończeń do indywidualnej aranżacji • położenie z dala od głównej jezdni Nieruchomość złożona z: •...
2934,269000,4,65,3,Poznań ul. Wichrowe Wzgórze,OFERTA ZABLOKOWANA!!! 0% - PROWIZJI OD KUPUJĄCEGO! Os. Wichrowe Wzgórze w Poznaniu na sprzedaż 4 pokojowe mieszkanie o powierzchni 64 9 m2 na 3 piętrze w 4 piętrowym bloku z 1978 roku. Rozkład pomieszczeń: -salon 15 2 m2 (na podłodze...
2935,320000,4,75,1,Plewiska Poznań Grunwald Junikowo ul. Mieszkanie Dla Młodych,--- Oferta developerska --- ---Kupujący nie ponosi dodatkowych kosztów --- Bez podatku i prowizji --- Polecam do kupna lokale mieszkalne położone na małym kameralnym osiedlu w Plewiskach. Inwestycja obejmuje sześć dwulokalowych budynków...
2936,275000,2,56,3,Poznań Grunwald ul. Rycerska,Sprzedam Mieszkanie o pow. 56 m2 z Księgą Wieczystą bez obciążeń położone w Poznaniu na Grunwaldzie ul. Rycerska na 3 piętrze budynku 4 piętrowego.Konstrukcja budynku tradycyjna murowana z pełnej cegły. Skład mieszkania: - dwa oddzielne ...
2937,245000,3,65,16,Poznań Winogrady ul. Os. Zwycięstwa,| Osoba prowadząca - Piotr tel. 501 575 115 Bardzo ładne mieszkanie na os. Zwycięstwa. Duży pokój dzienny z bezpośrednim dostępem do jasnej kuchni. Dwie sypialnie. Duży przedpokój. Łazienka i oddzielne wc. Na podłogach w pokojach nowe...
2938,279000,3,64,7,Poznań Rataje ul. Orła Białego,Uprzejmie polecamy na sprzedaż mieszkanie na Ratajach na os.Orła Białego. Mieszkanie o dokładnym metrażu 63 8mkw składa się z trzech niezależnych ustawnych pokoi. Poszczególne pomieszczenia : duży pokój o powierzchni ok. 19 m2 z wyjściem na...
2939,255000,3,48,4,Poznań Winogrady Piątkowo Sołacz Centrum Naramow ul. Kosmonautów - Dobra Cena!!!,BEZPIECZNA TRANSAKCJA JEDYNIE Z DOŚWIADCZONYM I LICENCJONOWANYM POŚREDNIKIEM!!! 100 % SATYSFAKCJI Z ZAKUPU!!! Polecam do zakupu mieszkanie 3 pokojowe położone na Winogradach ( os. Kosmonautów ). Na 48 m2 składają się trzy ustawne i...
2940,755000,4,143.9,2,Poznań Łazarz ul. Wyspiańskiego,Polecam na sprzedaż duże ładne mieszkanie w odrestaurowanej kamienicy przy ul. Wyspiańskiego na poznańskim Łazarzu (tzw. Johow-Gelände). Mieszkanie położone jest na 2. piętrze i składa się z 4 niezależnych przestronnych pokoi jasnej oddzielnej...
2941,225250,2,42.5,1,Poznań Rataje ul. Bnińska,Willa Komandoria to wymarzone miejsce do życia łączące w sobie wszystkie zalety mieszkania w mieście z urokami zielonych przedmieść. Inwestycja położona jest przy ul. Bnińskiej w Poznaniu skąd krok na Maltę gdzie z całą rodziną można aktywnie...
2942,340000,3,52,1,Poznań,Polecam do sprzedaży trzypokojowe mieszkanie o powierzchni 52 24m2 położone na parterze w Poznaniu przy ul. Dalekiej. Budynek 2 piętrowy z 2009r. . Mieszkanie słoneczne (wystawa okien wschód-zachód) wysoki standard wykończenia. Pokój z...
2943,290000,3,53.55,3,Poznań Winogrady ul. Os. Powstańców Warszawy,Biuro Nieruchomości Credo poleca na sprzedaż mieszkanie 3-pokojowe o powierzchni 53 55 m2 usytuowane na 3 piętrze w niskim bloku z 1996 roku zlokalizowane na Os. Powstańców Warszawy. Do mieszkania przynależy piwnica ok 2 48 m2. Dookoła budynku...
2944,338921,4,56.02,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
2945,580000,3,94,2,Poznań Grunwald,MIESZKANIE W STANIE DEWELOPERSKIM GOTOWE DO ODBIORU. W stanie deweloperskim otrzymacie Państwo: - drewniane okna wraz z nawiewnikami powietrza  szyby zespolone termoizolacyjne; - dębowe parapety; - drzwi antywłamaniowe; - ściany i sufity tynk...
2946,237000,2,37.3,1,Poznań Grunwald ul. Bułgarska,Dominanta Nieruchomości tel. 692 721 633 Zapraszam do zapoznania się z ofertą sprzedaży 2-pokojowego przytulnego mieszkania na 1 piętrze w bloku przy ul.Bułgarskiej w dzielnicy Grunwald. Mieszkanie spółdzielcze własnościowe z księgą wieczystą o...
2947,170000,1,31,2,Poznań Sołacz Winogrady Jeżyce ul. Sokoła,*** KUPUJ BEZPIECZNIE *** OFERTA LICENCJONOWANEGO POŚREDNIKA TO GWARANCJA BEZPIECZNEJ TRANSAKCJI Polecam całkowicie wyremontowaną kawalerkę w przedwojennej kamienicy będącej w trakcie rewitalizacji. Wymienione okna PCV z roletami wewnętrznymi ...
2948,249000,2,42,3,Poznań Rataje Centrum Wilda ul. Oświecenia,Polecam na sprzedaż mieszkanie 2 pokojowe na Oś. Oświecenia w Poznaniu. Mieszkanie znajduje się na 3 piętrze w 11 pietrowym bloku. Na powierzchnie 42 m składają się dwa pokoje 9 m i 18 m kuchnia ok. 6 m oraz łazienka 3 5 m. Mieszkanie po...
2949,240000,2,49,1,Poznań Piątkowo ul. Bolesława Chrobrego,ATRAKCYJNA OFERTA 240 000 ZŁ DO NEGOCJACJI !!! Polecam do sprzedaży mieszkanie 2 pokojowe o pow 49 40 m2. Lokal znajduje się na 1 piętrze niskiego budynku z płyty. Mieszkanie składa się z niezależnych pomieszczeń takich jak duży pokój o pow 21 5...
2950,244647,2,39.78,3,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
2951,290000,3,46,8,Poznań Jeżyce ul. Engestroma,Kupując z pośrednikiem - kupujesz bezpiecznie z ubezpieczeniem od odpowiedzialności cywilnej od transakcji Serdecznie polecam na sprzedaż trzypokojowe mieszkanie w układzie niezależnym zlokalizowane w Centrum Miasta na Jeżycach. Blok z nowo...
2952,255000,2,47,3,Poznań Jeżyce ul. Turkusowa,Mieszkanie 2 pokojowe położone na 3 piętrze w wysokim bloku. Składa się z 2 pokoi 20 i 18m2. Jasna kuchnia z wystawą okien na wschód. Kuchnia wyposażona w meble oraz sprzęt AGD. Łazienka ok.4 m2 bez okna. Hol ok. 6m2. Większy pokój z...
2953,275000,2,56,3,Poznań Grunwald ul. Rycerska,--- oferta spełnia wymagania programu MDM --- Przedmiotem sprzedaży jest 2 pok. mieszkanie znajdujące się przy ul. Rycerskiej w Poznaniu. Mieszkanie o niezależnym rozkładzie pomieszczeń składa się: 1. korytarz - 7.1m2 2. łazienka - 3.4m2...
2954,751868,3,98.93,1,Poznań ul. Droga Dębińska 19,Nieruchomości Mieszkania Nieruchomości Mieszkania
2955,175000,1,27,1,Poznań Winogrady ul. Kosmonautów,Biuro Obrotu Nieruchomościami MD Broker zaprasza do zapoznania się z ofertą: Mieszkanie słoneczne ustawne w dobrym stanie technicznym do odświeżenia. Wszystkie instalacje całkowicie sprawne. W łazience płytki wanna  w korytarzu...
2956,329000,3,65,14,Poznań Rataje ul. Os. Orła Białego,Zapraszam do zapoznania sie z ofertą mieszkania 3 pokojowego o powierzchni 65m2 znajdującego sie na os. Orła Białego dzielnica Rataje. Mieszkanie mieści sie na 14 piętrze w 16 piętrowym bloku. Rozkład mieszkania niezależny 3 oddzielne pokoje ...
2957,204000,2,39.26,1,Poznań Wilda Dębiec ul. Jaworowa,Atrakcyjne mieszkanie dwupokojowe w pobliżu pętli Dębiec. Główne atuty nieruchomości: • doskonała komunikacja z centrum • bliskość komunikacji miejskiej • cicha i spokojna okolica Nieruchomość złożona z: • pokój 9 33 m.kw • pokój z aneksem...
2958,308611,3,51.73,5,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
2959,299000,3,63,5,Poznań Grunwald,Poznań Grunwald mieszkanie 3 pokojowe na sprzedaż Bardzo dobra lokalizacja blisko do przystanków tramwajowych i autobusowych w pobliżu sklepy punkty usługowe przychodnia szkoły przedszkola tereny zielone basen. Mieszkanie ładne po...
2960,295000,2,61,3,Poznań,Polecamy!!! Mieszkanie z miejscem parkingowym na podwórzu. Piwnicą wózkarnią i rowerowania. 58 10 m 2 +piwnica 5 2 m 2 wysokość sufitu 2 90m Polecam na sprzedaż atrakcyjne 2-pokojowe mieszkanie w centrum Poznania. Lokal znajduje się na...
2961,293000,1,42,1,Poznań Winogrady ul. Żniwna - Atrakcyjna Lokalizacja!,OFERTA LICENCJONOWANEGO POŚREDNIKA - GWARANCJA BEZPIECZNEJ TRANSAKCJI. Biuro NIERUCHOMOŚCI NR 1 poleca do sprzedaży 9 mieszkań w jednym budynku o powierzchni od 35 do 56 mkw piętra od parteru do trzeciego!!! ATRAKCYJNE CENY !!! I DUŻE...
2962,459000,3,79,1,Poznań Podolany ul. Omańkowskiej Nowość!!,Na poznańskich Podolanach powstaje kameralne osiedle atrakcyjnych mieszkań i domów w zabudowie szeregowej którego niewątpliwym atutem jest lokalizacja. W pobliżu znajdują się liczne tereny zielone takie jak jeziora –Rusałka Kierskie z...
2963,525000,3,72,5,Poznań Rataje,Polecamy na sprzedaż komfortowe 3-pokojowe mieszkanie usytuowane na ostatnim piętrze w dogodnym punkcie nowoczesnego monitorowanego osiedla. Położone w bezpiecznej odległości od torów tramwajowych co zapewnia komfort mieszkania z jednoczesnym...
2964,280000,2,43.7,1,Poznań Grunwald,Polecam na sprzedaż 2 pokojowe mieszkanie o powierzchni 44 mkw na parterze w niskim bloku z cegły w dzielnicy Grunwald. W mieszkaniu bardzo funkcjonalny układ do każdego pomieszczenia wejście z korytarza. Kuchnia oddzielna jasna w zabudowie...
2965,348572,3,59.08,3,Poznań Wilda ul. Rolna 37 I 39,Nieruchomości Mieszkania Nieruchomości Mieszkania
2966,185000,2,64.5,4,Poznań Grunwald Łazarz ul. Lodowa,MIESZKANIE Z MOŻLIWOŚCIĄ UTWORZENIA 4 POKOI ! NA ŁAZARZU. - Udziały.KW podczas wydzielnia. Główne atuty nieruchomości: • cicha i spokojna okolica Nieruchomość złożona z: • pokój 27 6 m.kw • pokój 17 2 m.kw • kuchnia zamykana z oknem 12 7...
2967,699000,5,136,1,Poznań Stare Miasto Centrum ul. Rocha,Polecam na sprzedaż apartament w nowoczesnej willi miejskiej nad Wartą o powierzchni 136 m2. Główne atuty nieruchomości: • bliskość komunikacji miejskiej • cicha i spokojna okolica • rozkład pomieszczeń Nieruchomość złożona z: • pokój 30...
2968,320000,3,63,3,Poznań Piątkowo ul. Osiedle Bolesława Chrobrego,Polecam do sprzedaży trzy pokojowe mieszkanie o metrażu 63 m2 na Os. Bolesława Chrobrego (Piątkowo ) Lokal po kapitalnym remoncie mieści się na trzecim piętrze w niskim bloku. Duży pokój ok.23m2 z wyjściem na balkon typu loggia. dwa...
2969,539000,3,84.5,6,Poznań Winiary ul. Piątkowska,DOSKONAŁA LOKALIZACJA TO GŁÓWNY ATUT. ŚWIETNE MIESZKANIE W NOWOCZESNYM BUDYNKU ZARZĄDZANYM PRZEZ ATANER Salon nieruchomości Iron House poleca na sprzedaż atrakcyjny 3 pokojowy apartament 84 5 m2 w budynku Atanera z 2006 roku. Prezentowana...
2970,225000,2,38,3,Poznań Grunwald ul. Bułgarska,Mieszkanie 2 pokojowe 38 m2 na 3-cim piętrze w 4-ro piętrowym bloku przy ul. Bułgarskiej na Grunwaldzie. Pokoje są niezależne. Wejścia z korytarza. Mieszkanie znajduje się w w pobliżu lasku Marcelińskiego centrum handlowego King Cross ...
2971,432888,3,63.66,3,Poznań Nowe Miasto ul. Mogileńska,Osiedle Nowa Malta zlokalizowane jest we wschodniej części miasta tuż przy jeziorze Maltańskim. Z jednej strony inwestycja ma dostęp do licznych terenów zielonych a z drugiej szybki i prosty dojazd do centrum ulicą Warszawską. W pobliżu osiedla...
2972,384395,3,64.13,2,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
2973,218000,2,42,11,Poznań Grunwald ul. Galileusza,Polecam na sprzedaż komfortowe 2-pokojowe mieszkanie w Poznaniu na Grunwaldzie. Mieszkanie znajduje się na 11 piętrze w 11- piętrowym wysokim bloku. Powierzchnia mieszkania wynosi 42 mkw pokoje 15 8 mkw z wyjściem na loggie i 9 mkw przedpokój...
2974,289000,3,54,1,Poznań Rataje Centru Śródka ul. Jagiellonskie Oś.,POLECAM NA SPRZEDAŻ oferte mieszkania 3 pokojowego o powierzchni 53 50 m2 na os. Jagiellońskim w niskim ocieplonym bloku na wyższym parterze. Mieszkanie z pełnym wyposażeniem ( zabudowa kuchenna ze sprzętem AGD wyposażona łazienka z pralką meble...
2975,299000,3,59,4,Poznań Rataje ul. Lecha,ATRAKCYJNA OFERTA 299 000 ZŁ DO NEGOCJACJI !!! Na sprzedaż mieszkanie 3 pokojowe w wysokim 10 pietrowym bloku na 4 piętrze na os.Lecha. Do mieszkania przynależy piwnica.Blok po termomodernizacji. UKŁAD MIESZKANIA: wszystkie pomieszczenia...
2976,258000,2,55,1,Poznań Grunwald Ogrody Centrum ul. Marcelińska Ul.,Polecam na sprzedaż mieszkanie 55 04 m2 składające się z 2 pokoi osobnej kuchni i łazienki oraz balkonu i piwnicy położone na 1 piętrze. Bardzo funkcjonalny rozkład z możliwością utworzenia trzeciego pokoju z kuchnią w miejsce samej kuchni....
2977,236235,1,34.25,3,Poznań Jeżyce ul. Poznańska 1-3,NOWY ADRES NA JEŻYCACH: POZNAŃSKA 1 POZNAŃSKA 1 to nowo budowana inwestycja mieszkaniowa u zbiegu ulic Kościelnej i Poznańskiej. Inwestycja zlokalizowana jest w centrum miasta w historycznej dzielnicy Jeżyce z bezpośrednim dostępem do...
2978,213158,2,35.73,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
2979,222077,2,36.11,6,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
2980,225000,2,42,10,Poznań Grunwald Górczyn Kopernika Newtona ul. Newtona,POLECAMY na sprzedaż mieszkanie 2-pokojowego o powierzchni 42 2 m2 położone na X piętrze wysokiego budynku na Osiedlu Kopernika przy ul. Newtona. Mieszkanie posiada 2 NIEZALEŻNE i nasłonecznione pokoje oddzielną jasną kuchnię przestronną...
2981,330000,3,60,1,Poznań Grunwald ul. Żmigrodzka,Polecam mieszkanie w willi miejskiej z lat 20 na Grunwaldzie (Junikowo okolice ulicy Żmigrodzkiej) budynek w roku 2002 został ocieplony otynkowany klatka schodowa odremontowana. W budynku tylko trzy lokale do dyspozycji mieszkańców parking i...
2982,279000,3,47,3,Poznań Rataje Śródka Malta Chartowo Starołęk ul. Bohaterów Ii Wojny Światowej,Polecamy na sprzedaż atrakcyjne i nowocześnie urządzone mieszkanie 3-pokojowe położone na Ratajach na Osiedlu Bohaterów II Wojny Światowej. Lokal o powierzchni 47 20 m2 znajduje się na 3 piętrze w czteropiętrowym bloku. Wielkość pokoi...
2983,417000,3,55,5,Poznań Nowe Miasto Malta ul. Katowicka,| Polecam na sprzedaż bardzo ładne 3-pokojowe mieszkanie w pobliżu Malty ul. Katowicka. DOSKONAŁA INWESTYCJA NA WYNAJEM! Mieszkanie usytuowane na V-piętrze. W pełni umeblowane i gotowe do wprowadzenia. UKŁAD MIESZKANIA: SALON Z ANEKSEM...
2984,539000,4,83,1,Poznań Suchy Las Podolany Piątkowo Strzeszyn ul. Wysoki Standard!!!,Drodzy Państwo mamy przyjemność zaprosić do zapoznania się z propozycją sprzedaży apartamentów które powstają w Poznaniu dzielnica PODOLANY. Willa składa się z dwóch apartamentów o powierzchni około 83 m2. Zastosowano tutaj duże przeszklenia ...
2985,319985,3,52.03,4,Poznań Winogrady ul. Hawelańska,Osiedle Nowe Winogrady zbudowaliśmy w północnej części Poznania w sąsiedztwie największego w mieście parku Cytadela i terenów rekreacyjnych nad Wartą. Pasjonaci historii mogą zwiedzać pobliskie stare forty z muzeami militariów. Lokalizacja...
2986,209000,1,32,1,Poznań Nowe Miasto ul. Folwarczna,Polecam na sprzedaż bardzo ładną kawalerkę w Poznaniu przy ul. Folwarcznej. Kawalerka o powierzchni 32 m2 znajduje się na parterze w niskim 4 piętrowym bloku z 2002 roku. Składa się z salonu z aneksem kuchennym łazienki z wanną oraz WC ...
2987,176000,1,29,1,Poznań Naramowice ul. Naramowicka- Parter,Polecam do sprzedaży kawalerkę położoną na poznańskich Naramowicach przy samej ul. Naramowickiej (jednakże nie słychać zgiełku ulicy). Mieszkanie o metrażu 28 8m2 usytuowane jest na parterze i posiada nieduży taras. Na lokal mieszkalny składa się...
2988,180000,1,30,5,Poznań Grunwald ul. Sczanieckiej Morawskiego Głogowska,Oferuję przytulne jasne mieszkanie w 5-kondygnacyjnym bloku z cegły z WINDĄ położone w dzielnicy Łazarz Grunwald. LOKALIZACJA: atrakcyjne położenie w sąsiedztwie Palmiarni City Parku Parku Kasprowicza bardzo dobry dojazd do centrum...
2989,240498,1,38.79,6,Poznań Piątkowo ul. Kurpińskiego,Nieruchomości Mieszkania Nieruchomości Mieszkania
2990,380000,4,79.9,3,Poznań Grunwald Łazarz ul. Głogowska,Ładne cztero pokojowe mieszkanie o powierzchni 80 mkw w kamienicy przy ulicy Głogowskiej niedaleko Parku Wilsona./Wyspiańskiego. Główne atuty nieruchomości: • prestiżowa lokalizacja • doskonała komunikacja z centrum • bliskość komunikacji...
2991,270000,3,48,2,Poznań Winogrady ul. Os.Kosmonautów,Sprzedam mieszkanie na os.Kosmonautów 48m2 2 piętro 3 pokoje.
2992,315000,3,64,1,Poznań Wilda ul. Madaliskiego,Poznań - Wilda ulica Madalińskiego. Polecam do sprzedaży bardo ładne zadbane mieszkanie w niskim bloku z cegły (wybudowanym w latach 60-tych).Mieszkanie na parterze składa się z trzech pokoi dużej jasnej kuchni (po kapitalnym remoncie nowa...
2993,210000,3,54,1,Poznań Głuszyna ul. Głuszyna,Rozkładowe ciche mieszkanie na pierwszym piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Głuszyna. Trzy pokoje okna wychodzące na południe zachód; widok na inne budynki. Standard wykończenia: Ściany - glazura gładź gipsowa; Podłogi -...
2994,390000,2,52,1,Poznań Nowe Miasto ul. Nowoczesne 2 Pokoje Garaż Ochrona,Zapraszam do zapoznania się z ofertą sprzedaży nowego mieszkania w dzielnicy Nowe Miasto. Mieszkanie stanowi idealną okazję dla osób ceniących sobie komfort i ekskluzywne wyposażenie wnętrz. Na powierzchnię 52 m2 składają się: -salon w...
2995,650000,3,86,8,Poznań Rataje ul. Pelikan,Trzypokojowy apartament o pow.86 m2 w budynku Pelikana nad Wartą. Budynek posiada monitoring recepcję windę parking podziemny i basen dla mieszkańców. Metraż pomieszczeń salon z balkonem: 33 m2 sypialnie z balkonem:14 i 9 m2 oddzielna...
2996,401695,3,68.46,2,Poznań Grunwald ul. Gotowe Do Odbioru Jeleniogórska Mdm,3-POKOJOWE - GOTOWE DO ODBIORU MDM nr mieszkania: F/81 cena brutto: 416.695 56 zł CENA PROMOCYJNA DO KOŃCA WRZEŚNIA: 401.695 56 ZŁ BRUTTO kondygnacja: II piętro balkon: tak komórka lokatorska: 3 31 m2 wliczona w cenę mieszkania dodatkowe...
2997,280000,3,63,1,Poznań Wilda,Witam! Polecam do sprzedaży o powierzchni 63 12 M2 łącznie z piwnicą ( mieszkanie pow. 58 10 + piwnica 5 02 m2 ) zlokalizowany przy ul. Św.Jerzego (bliżej Dolnej Wildy ) na parterze piętrze w 4 piętrowym bloku z CEGŁY ! z lat sześćdziesiątych ....
2998,270973,2,44.47,3,Poznań ul. Błażeja,| Polecam Na sprzedaż mieszkanie 2 pokojowe o powierzchni 44 47m2 w stanie deweloperskim gotowe do odbioru. Atutem nieruchomości jest duży balkon o powierzchni 16 87m2. Wyjście na balkon z sypialni oraz salonu. Osobna kuchnia. W pokojach...
2999,615000,2,50,1,Poznań ul. Kutrzeby,Polecam piękne mieszkanie na sprzedaż w apartamentowcu Atanera na ul. Kutrzeby w centrum Poznania. Mieszkanie jest wykończone w wysokim standardzie w nowoczesnym stylu . Przestronny salon połączony jest z aneksem kuchennym z pokoju wyjście na...
3000,871000,5,128,1,Poznań Winogrady ul. Piątkowska,Jasne dwupoziomowe mieszkanie na pierwszym oraz na drugim piętrze w bloku mieszkalnym w Poznaniu w dzielnicy Winogrady. Pięć pokoi okna wychodzące na południe wschód zachód; widok na skwer. Standard wykończenia: Ściany - gładź gipsowa;...
3001,289000,4,68.4,3,Poznań Grunwald Raszyn Ogrody Górczyn Junikowo ul. Promienista,Serdecznie polecam do kupna przestronne 4 pokojowe mieszkanie zlokalizowane na 3 piętrze w wysokim ocieplonym bloku przy ul.Promienistej w okolicy zielonego osiedla Kopernika. Lokal ma układ niezależny!! Pełen metraż to 68 40 m2 a w jego...
